X,Y,Z
-1.3381250464284469,-0.4542226616800322,2.940241509110833
-0.9580086568671989,-0.25100499824040307,2.9436711924272214
-0.6444464308847161,-0.15401738477221139,3.0329185759188433
-0.3761443642794029,-0.13734124392777614,3.182945636824036
-0.1351714585352548,-0.17842111577216613,3.372156168563139
0.09325970985257892,-0.25786349850406665,3.5821867159665888
0.3210124200522344,-0.3592356891766464,3.7976975105029993
0.5572452375695669,-0.4688646244184248,4.006163405507248
0.8086314449225896,-0.57563572115414,4.1976648114085755
1.0795784723159108,-0.670791717325615,4.364678630958651
1.3724473283151704,-0.7477315126126249,4.501869194459683
1.687772030521475,-0.8018090091537649,4.6058791949924895
2.024479036245838,-0.8301319522673163,4.67512062364459
2.3801066731836165,-0.8313607711721157,4.709565704738301
2.7510245700889446,-0.8055074197084185,4.710537831058809
3.132653087449173,-0.7537342170587706,4.6805024990822695
3.5196827481593065,-0.6781526884688719,4.622858244203885
3.906293668196442,-0.5816224059684459,4.541727575966002
4.286374987294197,-0.46754982909210446,4.441747913286183
4.653744299617163,-0.33968714560021884,4.327862519685323
5.002367084435323,-0.2019311121997822,4.205111438515695
5.326576136798501,-0.05812189526527989,4.078422428189073
5.621290992668501,0.08815808368134397,3.952401902336015
5.882228829726749,0.23377798276748335,3.8311334544026034
6.106018082759422,0.37616883687751035,3.718062941036074
6.290171380647749,0.5133130561073108,3.6160087327477566
6.433027921835473,0.6437076814485003,3.5271991564033423
6.533695458940175,0.7663273048497308,3.4533102854736692
6.591992283364594,0.880586989278002,3.395503730285524
6.608389209907962,0.9863051887799652,3.3544644282724323
6.583951561377322,1.0836666685432337,3.3304384342254583
6.520281153198862,1.1731854249576887,3.3232707105440014
6.419458278029237,1.2556676056767857,3.3324429174865866
6.2839836903669015,1.3321744296788667,3.3571112034216695
6.116720591163425,1.403985107328461,3.396143995078421
5.9208366124348295,1.472559760437599,3.448159787797536
5.699745801872915,1.5395023423271175,3.511564935782016
5.4570506074565746,1.6065235578879637,3.5845914423479766
5.196483862063136,1.675403783642509,3.6653347501754365
4.921850768079687,1.7479559878058541,3.7517915315591157
4.636970882014386,1.8259886503471328,3.841897478659229
4.34562009910781,1.9112686830508256,3.933565093752291
4.051472637944262,2.0054843495780617,4.024721479481892
3.75804302506311,2.110208185527934,4.113346129109522
3.4686280795701148,2.2268599184987963,4.197508716765341
3.186248897748742,2.35666938814958,4.27540688769899
2.9135928376715112,2.5006394662610987,4.345404048530383
2.6529555038113006,2.6595089767973517,4.406067157500501
2.406182731652689,2.8337156159668386,4.456204514722186
2.174613097359545,3.0233591862015463,4.494903258618358
1.959039473074237,3.22817621703065,4.521556204747785
1.7597296076198072,3.447549875729004,4.535855655016385
1.5764749923903343,3.680536788954261,4.537771378976938
1.4086411997217365,3.9258947447423176,4.527527771153716
1.2552182212729384,4.1821103945089355,4.5055810083612915
1.1148708064070303,4.447426955051353,4.472596207023385
0.9859888005724222,4.71987191054992,4.4294245804916805
0.8667374836840125,4.997284714569711,4.37708059636466
0.7551079085043392,5.277344492062149,4.316719133806432
0.6489672390247424,5.557597741366637,4.249612640865561
0.5461090888465282,5.835486036212163,4.17712829179389
0.4443038595621221,6.108373727718939,4.100705144365375
0.34134907913623297,6.373575646400004,4.021831297194915
0.2351197402870112,6.628384804162868,3.9420210470571737
0.12361863886720975,6.870100096311112,3.8627920462054126
0.005026712245340827,7.096054003546032,3.78564245969032
-0.12224662231316268,7.303640293968246,3.712028122678835
-0.2595131292647837,7.490341725079312,3.6433396977729844
-0.4077554164067687,7.653757745783375,3.580879832328704
-0.5675765964959606,7.791632198388749,3.5258403157746683
-0.7391499488676461,7.901881020609583,3.47927923693112
-0.9221685810543875,7.98261994756745,3.4420981413287026
-1.115795090404872,8.032192213792982,3.41501918852728
-1.3186112997905206,8.04919624903419,3.398562319987443
-1.528580292447684,8.032512345928371,3.3930241787653816
-1.7430855858753358,7.981322879296466,3.398468016484116
-1.959039969371971,7.89512670196127,3.414723522822545
-2.1730029882628226,7.773752817752478,3.441387886593053
-2.381298452356752,7.617374052486282,3.4778268602702376
-2.580131944403138,7.426520724944983,3.5231758245196567
-2.7657083285487856,7.202094317856553,3.5763408527265623
-2.9343492587948035,6.945381148874266,3.6359997755246396
-3.0826106874535153,6.658066041556258,3.700603245324751
-3.207400373605338,6.342245996345145,3.7683758008436663
-3.3060953915556945,6.000443861547617,3.8373169316328144
-3.376659639291895,5.635622004314012,3.9052021426070094
-3.4177613469400323,5.25119598161794,3.969584018573197
-3.4288905852218847,4.851048211235848,4.027793288759193
-3.4104767739118023,4.439541642726644,4.076939891342416
-3.364006190293607,4.021533428411263,4.11391403797864
-3.2921394776174866,3.6023885943522864,4.135387278330717
-3.1988291535568845,3.187993711333518,4.1378135645973275
-3.089437118665403,2.784770565839584,4.117430316041719
-2.9708521648336905,2.399689831035542,4.070259483520434
-2.851607483746336,2.0402847377464464,3.9921086140120616
-2.741998175338773,1.7146647454369774,3.8785719151459768
-2.6541987562541642,1.431529213191005,3.725031319731065
-2.602380668300298,1.2001810706911984,3.5266575502844746
-2.6028297869064896,1.0305404891986263,3.278411183560357
-2.6740639295804676,0.9331585525323367,2.975043715078594
